Trial,Plot_ID,Loc,Year,%.Can.Cover,NDVI,GNDVI,SR,NDRE1,NWI2
AWY1,132,Kahlotus,2021,49.38453059,0.27159674,0.23141506,1.788915213,0.183170661,0.10238662
AWY1,133,Kahlotus,2021,50.4908085,0.29067362,0.248369341,1.867346423,0.195130377,0.102293996
AWY1,134,Kahlotus,2021,68.56148492,0.262231857,0.227066078,1.740349373,0.188354666,0.110755774
AWY1,135,Kahlotus,2021,76.97145622,0.266770919,0.227055699,1.76048437,0.176497908,0.103022705
AWY1,136,Kahlotus,2021,54.64920486,0.244683327,0.212746347,1.670582351,0.187844786,0.106328252
AWY1,137,Kahlotus,2021,52.65800866,0.27849389,0.236327211,1.810265687,0.178995231,0.095716843
AWY1,138,Kahlotus,2021,74.22680412,0.277568098,0.238461062,1.802838739,0.179815773,0.110852508
AWY1,139,Kahlotus,2021,71.97343454,0.247730047,0.213637158,1.680353751,0.170438538,0.116050305
AWY1,140,Kahlotus,2021,66.87814891,0.292347542,0.251095138,1.863273773,0.185338058,0.110319267
AWY1,141,Kahlotus,2021,59.24984107,0.256497634,0.219127243,1.724954195,0.175108643,0.109137236
AWY1,142,Kahlotus,2021,53.17491235,0.239767785,0.201717407,1.651903248,0.166260654,0.10315
AWY1,143,Kahlotus,2021,72.80485492,0.295895053,0.25360786,1.884863957,0.187406889,0.110308549
AWY1,144,Kahlotus,2021,45.94145734,0.240601612,0.210272524,1.655996467,0.180987502,0.101728376
AHR1,1,Lind,2021,56.27044711,0.120533953,0.126384794,1.276794466,0.102860928,0.151902496
AHR1,2,Lind,2021,53.61977634,0.115224768,0.121556591,1.262717286,0.100463693,0.151255383
AHR1,3,Lind,2021,52.45559039,0.124765041,0.128608088,1.287473219,0.110382878,0.158231865
AHR1,4,Lind,2021,64.33260394,0.143920133,0.148841531,1.341674476,0.103515409,0.153416699
AHR1,5,Lind,2021,63.13291139,0.131115359,0.135709892,1.305180069,0.109500623,0.155807577
AHR1,6,Lind,2021,53.76910912,0.137507918,0.141389067,1.323174908,0.113663974,0.146427848
AHR1,7,Lind,2021,74.97477296,0.169565368,0.167430742,1.416532073,0.122172199,0.158501092
AHR1,8,Lind,2021,81.89944134,0.179998787,0.176276792,1.449678391,0.123556743,0.168996405
AHR1,9,Lind,2021,71.74392936,0.161617741,0.162081869,1.391948273,0.118490519,0.16523369
AHR1,10,Lind,2021,70.98475967,0.145940455,0.147313631,1.346387932,0.124284132,0.163540947
